FinancialYear,FinancialYearQF,HB,HBQF,Specialty,SpecialtyQF,SpecialtyName,SpecialtyNameQF,SpecialtyGrouping,SpecialtyGroupingQF,AverageAvailableStaffedBeds,AverageAvailableStaffedBedsQF,PercentageOccupancy,PercentageOccupancyQF,AllStaffedBeds,AllStaffedBedsQF,AverageOccupiedBeds,AverageOccupiedBedsQF,TotalOccupiedBeds,TotalOccupiedBedsQF
2018/19,,S08000015,,G1,,General Psychiatry (Mental Illness),,Mental Health Grouping,,102,,82.9,,37200,,84.52328767123288,,30851,
2018/19,,S08000015,,G3,,Forensic Psychiatry,,Mental Health Grouping,,21,,69.3,,7757,,14.717808219178082,,5372,
2018/19,,S08000015,,G4,,Psychiatry of Old Age,,Mental Health Grouping,,133,,66.2,,48448,,87.92876712328767,,32094,
2018/19,,S08000015,,G5,,Learning Disability,,Learning Disability Grouping,,19,,74.1,,6930,,14.073972602739726,,5137,
2018/19,,S08000015,,GLS,,Geriatric Medicine - long stay unit,,Other Grouping,,58,,93,,21082,,53.6986301369863,,19600,
2018/19,,S08000015,,H1,,Clinical Radiology,,Medical Grouping,,0,,100,,3,,0.00821917808219178,,3,
2018/19,,S08000015,,J4,,Haematology,,Medical Grouping,,12,,94,,4431,,11.408219178082192,,4164,
2018/19,,S08000015,,T2,,Midwifery,,Women and Newborn Grouping,,3,,100,,1172,,3.210958904109589,,1172,
2018/19,,S08000015,,,z,All Acute Specialties,d,All Acute Specialties,d,952,,93.5,,347657,,890.4904109589041,,325029,
2018/19,,S08000015,,,z,All Specialties,d,All Specialties,d,1425,,87.5,,520031,,1246.9013698630138,,455119,
2018/19,,S08000015,,,z,Community Grouping,d,Community Grouping,,57,,69.1,,20712,,39.20821917808219,,14311,
2018/19,,S08000015,,,z,Dental Grouping,d,Dental Grouping,,0,,,z,0,,0,,0,
2018/19,,S08000015,,,z,Emergency Grouping,d,Emergency Grouping,,3,,100,,1014,,2.778082191780822,,1014,
2018/19,,S08000015,,,z,Learning Disability Grouping,d,Learning Disability Grouping,,19,,74.1,,6930,,14.073972602739726,,5137,
2018/19,,S08000015,,,z,Medical Grouping,d,Medical Grouping,,704,,96.1,,257125,,677.0575342465753,,247126,
2018/19,,S08000015,,,z,Mental Health Grouping,d,Mental Health Grouping,,256,,73.1,,93405,,187.16986301369863,,68317,
2018/19,,S08000015,,,z,Other Grouping,d,Other Grouping,,58,,93,,21082,,53.6986301369863,,19600,
2018/19,,S08000015,,,z,Paediatrics Grouping,d,Paediatrics Grouping,,35,,76.5,,12897,,27.041095890410958,,9870,
2018/19,,S08000015,,,z,Surgery Grouping,d,Surgery Grouping,,248,,86.1,,90532,,213.43287671232878,,77903,
2018/19,,S08000015,,,z,Women and Newborn Grouping,d,Women and Newborn Grouping,,45,,72.5,,16334,,32.441095890410956,,11841,
2018/19,,S08000016,,A1,,General Medicine,,Medical Grouping,,91,,92,,33142,,83.55616438356165,,30498,
2018/19,,S08000016,,A2,,Cardiology,,Medical Grouping,,6,,100,,2154,,5.901369863013699,,2154,
2018/19,,S08000016,,A8,,Endocrinology & Diabetes,,Medical Grouping,,0,,100,,52,,0.14246575342465753,,52,
2018/19,,S08000016,,A9,,Gastroenterology,,Medical Grouping,,0,,100,,44,,0.12054794520547946,,44,
2018/19,,S08000016,,AB,,Geriatric Medicine,,Medical Grouping,,56,,98.3,,20308,,54.704109589041096,,19967,
2018/19,,S08000016,,AD,,Medical Oncology,,Medical Grouping,,0,,100,,4,,0.010958904109589041,,4,
2018/19,,S08000016,,AF,,Paediatrics,,Paediatrics Grouping,,17,,35.4,,6182,,6,,2190,
2018/19,,S08000016,,AH,,Neurology,,Medical Grouping,,1,,100,,311,,0.852054794520548,,311,
2018/19,,S08000016,,AM,,Palliative Medicine,,Medical Grouping,,8,,94.6,,3093,,8.013698630136986,,2925,
2018/19,,S08000016,,AQ,,Respiratory Medicine,,Medical Grouping,,0,,100,,79,,0.21643835616438356,,79,
2018/19,,S08000016,,C1,,General Surgery,,Surgery Grouping,,23,,97.5,,8362,,22.34246575342466,,8155,
2018/19,,S08000016,,C3,,Anaesthetics,,Surgery Grouping,,3,,6,,1226,,0.2,,73,
2018/19,,S08000016,,C5,,"Ear, Nose & Throat (ENT)",,Surgery Grouping,,1,,100,,193,,0.5287671232876713,,193,
2018/19,,S08000016,,C7,,Ophthalmology,,Surgery Grouping,,0,,12.3,,162,,0.0547945205479452,,20,
2018/19,,S08000016,,C8,,Trauma and Orthopaedic Surgery,,Surgery Grouping,,31,,68.5,,11221,,21.065753424657533,,7689,
2018/19,,S08000016,,CA,,Paediatric Surgery,,Paediatrics Grouping,,0,,,z,0,,0,,0,
2018/19,,S08000016,,CB,,Urology,,Surgery Grouping,,4,,69.7,,1302,,2.484931506849315,,907,
2018/19,,S08000016,,D3,,Oral Surgery,,Dental Grouping,,0,,100,,5,,0.0136986301369863,,5,
2018/19,,S08000016,,D6,,Restorative Dentistry,,Dental Grouping,,0,,100,,2,,0.005479452054794521,,2,
2018/19,,S08000016,,D8,,Paediatric Dentistry,,Paediatrics Grouping,,0,,100,,1,,0.0027397260273972603,,1,
2018/19,,S08000016,,F2,,Gynaecology,,Women and Newborn Grouping,,2,,75.7,,787,,1.632876712328767,,596,
2018/19,,S08000016,,F3,,Obstetrics,,Women and Newborn Grouping,,14,,51.1,,5039,,7.06027397260274,,2577,
2018/19,,S08000016,,G1,,General Psychiatry (Mental Illness),,Mental Health Grouping,,31,,68,,11249,,20.953424657534246,,7648,
2018/19,,S08000016,,G2,,Child & Adolescent Psychiatry,,Mental Health Grouping,,0,,100,,30,,0.0821917808219178,,30,
2018/19,,S08000016,,G4,,Psychiatry of Old Age,,Mental Health Grouping,,31,,83.4,,11458,,26.16986301369863,,9552,
2018/19,,S08000016,,GLS,,Geriatric Medicine - long stay unit,,Other Grouping,,92,,84.6,,33737,,78.1945205479452,,28541,
2018/19,,S08000016,,J4,,Haematology,,Medical Grouping,,1,,100,,415,,1.1369863013698631,,415,
2018/19,,S08000016,,T2,,Midwifery,,Women and Newborn Grouping,,0,,100,,129,,0.35342465753424657,,129,
2018/19,,S08000016,,,z,All Acute Specialties,d,All Acute Specialties,d,225,,89.5,,82068,,201.33150684931508,,73486,
2018/19,,S08000016,,,z,All Specialties,d,All Specialties,d,413,,82.8,,150687,,341.8,,124757,
2018/19,,S08000016,,,z,Dental Grouping,d,Dental Grouping,,0,,100,,7,,0.019178082191780823,,7,
2018/19,,S08000016,,,z,Medical Grouping,d,Medical Grouping,,163,,94.7,,59602,,154.65479452054794,,56449,
2018/19,,S08000016,,,z,Mental Health Grouping,d,Mental Health Grouping,,62,,75.8,,22737,,47.205479452054796,,17230,
2018/19,,S08000016,,,z,Other Grouping,d,Other Grouping,,92,,84.6,,33737,,78.1945205479452,,28541,
2018/19,,S08000016,,,z,Paediatrics Grouping,d,Paediatrics Grouping,,17,,35.4,,6183,,6.002739726027397,,2191,
2018/19,,S08000016,,,z,Surgery Grouping,d,Surgery Grouping,,62,,75.8,,22466,,46.676712328767124,,17037,
2018/19,,S08000016,,,z,Women and Newborn Grouping,d,Women and Newborn Grouping,,16,,55.4,,5955,,9.046575342465754,,3302,
2018/19,,S08000017,,A1,,General Medicine,,Medical Grouping,,80,,98.5,,29076,,78.48493150684932,,28647,
2018/19,,S08000017,,A2,,Cardiology,,Medical Grouping,,18,,100,,6673,,18.28219178082192,,6673,
2018/19,,S08000017,,A6,,Infectious Diseases,,Medical Grouping,,0,,100,,1,,0.0027397260273972603,,1,
2018/19,,S08000017,,A7,,Dermatology,,Medical Grouping,,0,,,z,0,,0,,0,
2018/19,,S08000017,,A8,,Endocrinology & Diabetes,,Medical Grouping,,0,,100,,16,,0.043835616438356165,,16,
2018/19,,S08000017,,A9,,Gastroenterology,,Medical Grouping,,2,,100,,715,,1.9589041095890412,,715,
2018/19,,S08000017,,AB,,Geriatric Medicine,,Medical Grouping,,104,,89.4,,38054,,93.17260273972603,,34008,
2018/19,,S08000017,,AF,,Paediatrics,,Paediatrics Grouping,,34,,33.6,,12362,,11.394520547945206,,4159,
2018/19,,S08000017,,AG,,Renal Medicine,,Medical Grouping,,0,,100,,18,,0.049315068493150684,,18,
2018/19,,S08000017,,AH,,Neurology,,Medical Grouping,,0,,100,,2,,0.005479452054794521,,2,
2018/19,,S08000017,,AM,,Palliative Medicine,,Medical Grouping,,8,,95.8,,3009,,7.898630136986301,,2883,
2018/19,,S08000017,,AP,,Rehabilitation Medicine,,Medical Grouping,,16,,83.5,,5983,,13.693150684931506,,4998,
2018/19,,S08000017,,AQ,,Respiratory Medicine,,Medical Grouping,,22,,100,,7951,,21.783561643835615,,7951,
2018/19,,S08000017,,AR,,Rheumatology,,Medical Grouping,,0,,100,,4,,0.010958904109589041,,4,
2018/19,,S08000017,,C1,,General Surgery,,Surgery Grouping,,63,,64.7,,23035,,40.84109589041096,,14907,
2018/19,,S08000017,,C3,,Anaesthetics,,Surgery Grouping,,0,,100,,168,,0.4602739726027397,,168,
2018/19,,S08000017,,C5,,"Ear, Nose & Throat (ENT)",,Surgery Grouping,,2,,100,,587,,1.6082191780821917,,587,
2018/19,,S08000017,,C7,,Ophthalmology,,Surgery Grouping,,0,,100,,83,,0.2273972602739726,,83,
2018/19,,S08000017,,C8,,Trauma and Orthopaedic Surgery,,Surgery Grouping,,33,,99.5,,11966,,32.608219178082194,,11902,
2018/19,,S08000017,,CA,,Paediatric Surgery,,Paediatrics Grouping,,0,,100,,1,,0.0027397260273972603,,1,
2018/19,,S08000017,,CB,,Urology,,Surgery Grouping,,3,,100,,1054,,2.8876712328767122,,1054,
2018/19,,S08000017,,D1,,Community Dental Practice,,Dental Grouping,,0,,100,,8,,0.021917808219178082,,8,
2018/19,,S08000017,,D3,,Oral Surgery,,Dental Grouping,,0,,100,,4,,0.010958904109589041,,4,
2018/19,,S08000017,,E11,,GP Obstetrics,,Women and Newborn Grouping,,2,,0,,683,,0,,0,
2018/19,,S08000017,,E12,,GP Other than Obstetrics,,Community Grouping,,111,,67.3,,40612,,74.9041095890411,,27340,
2018/19,,S08000017,,F2,,Gynaecology,,Women and Newborn Grouping,,2,,100,,908,,2.4876712328767123,,908,
2018/19,,S08000017,,F3,,Obstetrics,,Women and Newborn Grouping,,21,,43.1,,7669,,9.06027397260274,,3307,
2018/19,,S08000017,,G1,,General Psychiatry (Mental Illness),,Mental Health Grouping,,39,,74.9,,14355,,29.476712328767125,,10759,
2018/19,,S08000017,,G4,,Psychiatry of Old Age,,Mental Health Grouping,,44,,68.5,,15936,,29.887671232876713,,10909,
2018/19,,S08000017,,G5,,Learning Disability,,Learning Disability Grouping,,12,,46.8,,4298,,5.512328767123288,,2012,
2018/19,,S08000017,,GLS,,Geriatric Medicine - long stay unit,,Other Grouping,,0,,100,,43,,0.1178082191780822,,43,
2018/19,,S08000017,,H2,,Clinical Oncology,,Medical Grouping,,0,,100,,17,,0.04657534246575343,,17,
2018/19,,S08000017,,J4,,Haematology,,Medical Grouping,,4,,100,,1284,,3.5178082191780824,,1284,
2018/19,,S08000017,,RJ,,Orthoptics,,Community Grouping,,0,,100,,1,,0.0027397260273972603,,1,
2018/19,,S08000017,,XSU,,Unspecified,,Other Grouping,,30,,0,,10876,,0,,0,
2018/19,,S08000017,,,z,All Acute Specialties,d,All Acute Specialties,d,355,,89.4,,129696,,317.5835616438356,,115918,
2018/19,,S08000017,,,z,All Specialties,d,All Specialties,d,651,,73.9,,237452,,480.46301369863016,,175369,
2018/19,,S08000017,,,z,Community Grouping,d,Community Grouping,,111,,67.3,,40613,,74.9068493150685,,27341,
2018/19,,S08000017,,,z,Dental Grouping,d,Dental Grouping,,0,,100,,12,,0.03287671232876712,,12,
2018/19,,S08000017,,,z,Learning Disability Grouping,d,Learning Disability Grouping,,12,,46.8,,4298,,5.512328767123288,,2012,
2018/19,,S08000017,,,z,Medical Grouping,d,Medical Grouping,,254,,94,,92803,,238.95068493150686,,87217,
2018/19,,S08000017,,,z,Mental Health Grouping,d,Mental Health Grouping,,83,,71.5,,30291,,59.364383561643834,,21668,
2018/19,,S08000017,,,z,Other Grouping,d,Other Grouping,,30,,0.4,,10919,,0.1178082191780822,,43,
2018/19,,S08000017,,,z,Paediatrics Grouping,d,Paediatrics Grouping,,34,,33.6,,12363,,11.397260273972602,,4160,
2018/19,,S08000017,,,z,Surgery Grouping,d,Surgery Grouping,,101,,77.8,,36893,,78.63287671232877,,28701,
2018/19,,S08000017,,,z,Women and Newborn Grouping,d,Women and Newborn Grouping,,25,,45.5,,9260,,11.547945205479452,,4215,
2018/19,,S08000019,,A1,,General Medicine,,Medical Grouping,,206,,85.4,,75347,,176.35068493150686,,64368,
2018/19,,S08000019,,A2,,Cardiology,,Medical Grouping,,16,,70,,5995,,11.504109589041096,,4199,
2018/19,,S08000019,,A6,,Infectious Diseases,,Medical Grouping,,1,,100,,366,,1.0027397260273974,,366,
2018/19,,S08000019,,A8,,Endocrinology & Diabetes,,Medical Grouping,,1,,100,,327,,0.8958904109589041,,327,
2018/19,,S08000019,,A9,,Gastroenterology,,Medical Grouping,,6,,68.2,,2354,,4.4,,1606,
2018/19,,S08000019,,AB,,Geriatric Medicine,,Medical Grouping,,266,,92.5,,97123,,246.0246575342466,,89799,
2018/19,,S08000019,,AF,,Paediatrics,,Paediatrics Grouping,,46,,51.7,,16664,,23.583561643835615,,8608,
2018/19,,S08000019,,AG,,Renal Medicine,,Medical Grouping,,0,,100,,11,,0.030136986301369864,,11,
2018/19,,S08000019,,AH,,Neurology,,Medical Grouping,,0,,100,,128,,0.3506849315068493,,128,
2018/19,,S08000019,,AP,,Rehabilitation Medicine,,Medical Grouping,,6,,96.3,,2144,,5.654794520547945,,2064,
2018/19,,S08000019,,AQ,,Respiratory Medicine,,Medical Grouping,,7,,93.9,,2506,,6.443835616438356,,2352,
2018/19,,S08000019,,AR,,Rheumatology,,Medical Grouping,,0,,100,,21,,0.057534246575342465,,21,
2018/19,,S08000019,,C1,,General Surgery,,Surgery Grouping,,66,,85.8,,23926,,56.23013698630137,,20524,
2018/19,,S08000019,,C2,,Accident & Emergency,,Emergency Grouping,,2,,98.3,,579,,1.558904109589041,,569,
2018/19,,S08000019,,C3,,Anaesthetics,,Surgery Grouping,,0,,,z,0,,0,,0,
2018/19,,S08000019,,C5,,"Ear, Nose & Throat (ENT)",,Surgery Grouping,,3,,89.6,,1075,,2.638356164383562,,963,
2018/19,,S08000019,,C7,,Ophthalmology,,Surgery Grouping,,0,,83.8,,179,,0.410958904109589,,150,
2018/19,,S08000019,,C8,,Trauma and Orthopaedic Surgery,,Surgery Grouping,,51,,93,,18456,,47.032876712328765,,17167,
2018/19,,S08000019,,C9,,Plastic Surgery,,Surgery Grouping,,0,,100,,1,,0.0027397260273972603,,1,
2018/19,,S08000019,,CA,,Paediatric Surgery,,Paediatrics Grouping,,0,,7.1,,14,,0.0027397260273972603,,1,
2018/19,,S08000019,,CB,,Urology,,Surgery Grouping,,9,,84.8,,3305,,7.682191780821918,,2804,
2018/19,,S08000019,,D3,,Oral Surgery,,Dental Grouping,,0,,100,,1,,0.0027397260273972603,,1,
2018/19,,S08000019,,F2,,Gynaecology,,Women and Newborn Grouping,,6,,89.3,,2043,,4.997260273972603,,1824,
2018/19,,S08000019,,F3,,Obstetrics,,Women and Newborn Grouping,,31,,74.5,,11292,,23.057534246575344,,8416,
2018/19,,S08000019,,G1,,General Psychiatry (Mental Illness),,Mental Health Grouping,,127,,71.6,,46294,,90.85479452054794,,33162,
2018/19,,S08000019,,G2,,Child & Adolescent Psychiatry,,Mental Health Grouping,,0,,92.7,,55,,0.13972602739726028,,51,
2018/19,,S08000019,,G4,,Psychiatry of Old Age,,Mental Health Grouping,,92,,80.9,,33578,,74.38630136986302,,27151,
2018/19,,S08000019,,G5,,Learning Disability,,Learning Disability Grouping,,21,,94,,7839,,20.183561643835617,,7367,
2018/19,,S08000019,,GLS,,Geriatric Medicine - long stay unit,,Other Grouping,,105,,91.3,,38351,,95.92876712328767,,35014,
2018/19,,S08000019,,J4,,Haematology,,Medical Grouping,,6,,88.4,,2015,,4.879452054794521,,1781,
2018/19,,S08000019,,,z,All Acute Specialties,d,All Acute Specialties,d,645,,88.7,,235279,,571.5917808219178,,208631,
2018/19,,S08000019,,,z,All Specialties,d,All Specialties,d,1074,,84.4,,391989,,906.2876712328767,,330795,
2018/19,,S08000019,,,z,Dental Grouping,d,Dental Grouping,,0,,100,,1,,0.0027397260273972603,,1,
2018/19,,S08000019,,,z,Emergency Grouping,d,Emergency Grouping,,2,,98.3,,579,,1.558904109589041,,569,
2018/19,,S08000019,,,z,Learning Disability Grouping,d,Learning Disability Grouping,,21,,94,,7839,,20.183561643835617,,7367,
2018/19,,S08000019,,,z,Medical Grouping,d,Medical Grouping,,516,,88.7,,188337,,457.5945205479452,,167022,
2018/19,,S08000019,,,z,Mental Health Grouping,d,Mental Health Grouping,,219,,75.5,,79927,,165.38082191780822,,60364,
2018/19,,S08000019,,,z,Other Grouping,d,Other Grouping,,105,,91.3,,38351,,95.92876712328767,,35014,
2018/19,,S08000019,,,z,Paediatrics Grouping,d,Paediatrics Grouping,,46,,51.6,,16678,,23.586301369863012,,8609,
2018/19,,S08000019,,,z,Surgery Grouping,d,Surgery Grouping,,129,,88.6,,46942,,113.9972602739726,,41609,
2018/19,,S08000019,,,z,Women and Newborn Grouping,d,Women and Newborn Grouping,,37,,76.8,,13335,,28.054794520547944,,10240,
2018/19,,S08000020,,A1,,General Medicine,,Medical Grouping,,193,,81.8,,70428,,157.813698630137,,57602,
2018/19,,S08000020,,A2,,Cardiology,,Medical Grouping,,43,,90.1,,15764,,38.92328767123288,,14207,
2018/19,,S08000020,,A6,,Infectious Diseases,,Medical Grouping,,21,,89.1,,7648,,18.673972602739727,,6816,
2018/19,,S08000020,,A7,,Dermatology,,Medical Grouping,,1,,98.7,,386,,1.0438356164383562,,381,
2018/19,,S08000020,,A8,,Endocrinology & Diabetes,,Medical Grouping,,2,,20.9,,589,,0.336986301369863,,123,
2018/19,,S08000020,,A9,,Gastroenterology,,Medical Grouping,,35,,96.2,,12886,,33.95616438356164,,12394,
2018/19,,S08000020,,AB,,Geriatric Medicine,,Medical Grouping,,171,,84.8,,62274,,144.70958904109588,,52819,
2018/19,,S08000020,,AD,,Medical Oncology,,Medical Grouping,,16,,80.6,,5973,,13.186301369863013,,4813,
2018/19,,S08000020,,AF,,Paediatrics,,Paediatrics Grouping,,73,,57.1,,26603,,41.62191780821918,,15192,
2018/19,,S08000020,,AG,,Renal Medicine,,Medical Grouping,,19,,88.9,,7101,,17.293150684931508,,6312,
2018/19,,S08000020,,AH,,Neurology,,Medical Grouping,,9,,89,,3423,,8.35068493150685,,3048,
2018/19,,S08000020,,AM,,Palliative Medicine,,Medical Grouping,,20,,83.4,,7323,,16.726027397260275,,6105,
2018/19,,S08000020,,AP,,Rehabilitation Medicine,,Medical Grouping,,71,,91.9,,26034,,65.52602739726028,,23917,
2018/19,,S08000020,,AQ,,Respiratory Medicine,,Medical Grouping,,34,,92.7,,12306,,31.265753424657536,,11412,
2018/19,,S08000020,,AR,,Rheumatology,,Medical Grouping,,1,,3.4,,293,,0.0273972602739726,,10,
2018/19,,S08000020,,C1,,General Surgery,,Surgery Grouping,,143,,86.3,,52329,,123.71506849315068,,45156,
2018/19,,S08000020,,C2,,Accident & Emergency,,Emergency Grouping,,11,,34.2,,3987,,3.73972602739726,,1365,
2018/19,,S08000020,,C3,,Anaesthetics,,Surgery Grouping,,6,,76.5,,2311,,4.843835616438356,,1768,
2018/19,,S08000020,,C4,,Cardiothoracic Surgery,,Surgery Grouping,,29,,88.8,,10506,,25.55890410958904,,9329,
2018/19,,S08000020,,C5,,"Ear, Nose & Throat (ENT)",,Surgery Grouping,,15,,63.5,,5490,,9.547945205479452,,3485,
2018/19,,S08000020,,C6,,Neurosurgery,,Surgery Grouping,,20,,93.7,,7200,,18.487671232876714,,6748,
2018/19,,S08000020,,C7,,Ophthalmology,,Surgery Grouping,,7,,73.6,,2652,,5.347945205479452,,1952,
2018/19,,S08000020,,C8,,Trauma and Orthopaedic Surgery,,Surgery Grouping,,124,,62.3,,45349,,77.46575342465754,,28275,
2018/19,,S08000020,,C9,,Plastic Surgery,,Surgery Grouping,,14,,52.1,,5168,,7.380821917808219,,2694,
2018/19,,S08000020,,CA,,Paediatric Surgery,,Paediatrics Grouping,,14,,24.1,,5192,,3.4273972602739726,,1251,
2018/19,,S08000020,,CB,,Urology,,Surgery Grouping,,26,,74.4,,9404,,19.156164383561645,,6992,
2018/19,,S08000020,,CC,,Intensive Care Medicine,,Surgery Grouping,,5,,100,,1791,,4.906849315068493,,1791,
2018/19,,S08000020,,D1,,Community Dental Practice,,Dental Grouping,,0,,,z,0,,0,,0,
2018/19,,S08000020,,D3,,Oral Surgery,,Dental Grouping,,3,,10.4,,1098,,0.31232876712328766,,114,
2018/19,,S08000020,,D8,,Paediatric Dentistry,,Paediatrics Grouping,,0,,100,,1,,0.0027397260273972603,,1,
2018/19,,S08000020,,E11,,GP Obstetrics,,Women and Newborn Grouping,,0,,100,,105,,0.2876712328767123,,105,
2018/19,,S08000020,,E12,,GP Other than Obstetrics,,Community Grouping,,257,,77.2,,93914,,198.60821917808218,,72492,
2018/19,,S08000020,,F2,,Gynaecology,,Women and Newborn Grouping,,19,,65.3,,6861,,12.276712328767124,,4481,
2018/19,,S08000020,,F3,,Obstetrics,,Women and Newborn Grouping,,93,,59.3,,33861,,55.02465753424657,,20084,
2018/19,,S08000020,,G1,,General Psychiatry (Mental Illness),,Mental Health Grouping,,163,,79.1,,59490,,128.86849315068494,,47037,
2018/19,,S08000020,,G2,,Child & Adolescent Psychiatry,,Mental Health Grouping,,0,,100,,139,,0.38082191780821917,,139,
2018/19,,S08000020,,G3,,Forensic Psychiatry,,Mental Health Grouping,,38,,87.1,,13886,,33.153424657534245,,12101,
2018/19,,S08000020,,G4,,Psychiatry of Old Age,,Mental Health Grouping,,120,,81.5,,43966,,98.22739726027397,,35853,
2018/19,,S08000020,,G5,,Learning Disability,,Learning Disability Grouping,,15,,60,,5535,,9.095890410958905,,3320,
2018/19,,S08000020,,GLS,,Geriatric Medicine - long stay unit,,Other Grouping,,20,,95.8,,7311,,19.18904109589041,,7004,
2018/19,,S08000020,,H2,,Clinical Oncology,,Medical Grouping,,18,,93,,6394,,16.28767123287671,,5945,
2018/19,,S08000020,,J4,,Haematology,,Medical Grouping,,23,,92.1,,8517,,21.484931506849314,,7842,
2018/19,,S08000020,,T2,,Midwifery,,Women and Newborn Grouping,,1,,3.5,,395,,0.038356164383561646,,14,
2018/19,,S08000020,,,z,All Acute Specialties,d,All Acute Specialties,d,1067,,82.6,,389539,,882.0164383561644,,321936,
2018/19,,S08000020,,,z,All Specialties,d,All Specialties,d,1896,,78.4,,691883,,1486.2712328767122,,542489,
2018/19,,S08000020,,,z,Community Grouping,d,Community Grouping,,257,,77.2,,93914,,198.60821917808218,,72492,
2018/19,,S08000020,,,z,Dental Grouping,d,Dental Grouping,,3,,10.4,,1098,,0.31232876712328766,,114,
2018/19,,S08000020,,,z,Emergency Grouping,d,Emergency Grouping,,11,,34.2,,3987,,3.73972602739726,,1365,
2018/19,,S08000020,,,z,Learning Disability Grouping,d,Learning Disability Grouping,,15,,60,,5535,,9.095890410958905,,3320,
2018/19,,S08000020,,,z,Medical Grouping,d,Medical Grouping,,678,,86.4,,247339,,585.6054794520549,,213746,
2018/19,,S08000020,,,z,Mental Health Grouping,d,Mental Health Grouping,,322,,81,,117481,,260.63013698630135,,95130,
2018/19,,S08000020,,,z,Other Grouping,d,Other Grouping,,20,,95.8,,7311,,19.18904109589041,,7004,
2018/19,,S08000020,,,z,Paediatrics Grouping,d,Paediatrics Grouping,,87,,51.7,,31796,,45.05205479452055,,16444,
2018/19,,S08000020,,,z,Surgery Grouping,d,Surgery Grouping,,390,,76.1,,142200,,296.4109589041096,,108190,
2018/19,,S08000020,,,z,Women and Newborn Grouping,d,Women and Newborn Grouping,,113,,59.9,,41222,,67.62739726027397,,24684,
2018/19,,S08000022,,A1,,General Medicine,,Medical Grouping,,157,,93.2,,57342,,146.39178082191782,,53433,
2018/19,,S08000022,,A2,,Cardiology,,Medical Grouping,,20,,93.8,,7272,,18.684931506849313,,6820,
2018/19,,S08000022,,A7,,Dermatology,,Medical Grouping,,0,,100,,25,,0.0684931506849315,,25,
2018/19,,S08000022,,A8,,Endocrinology & Diabetes,,Medical Grouping,,0,,100,,8,,0.021917808219178082,,8,
2018/19,,S08000022,,A9,,Gastroenterology,,Medical Grouping,,17,,100,,6378,,17.473972602739725,,6378,
2018/19,,S08000022,,AB,,Geriatric Medicine,,Medical Grouping,,67,,98.6,,24555,,66.35068493150685,,24218,
2018/19,,S08000022,,AF,,Paediatrics,,Paediatrics Grouping,,42,,46.9,,15156,,19.465753424657535,,7105,
2018/19,,S08000022,,AG,,Renal Medicine,,Medical Grouping,,17,,99.2,,6109,,16.5972602739726,,6058,
2018/19,,S08000022,,AH,,Neurology,,Medical Grouping,,0,,100,,12,,0.03287671232876712,,12,
2018/19,,S08000022,,AM,,Palliative Medicine,,Medical Grouping,,5,,62.4,,1788,,3.0575342465753423,,1116,
2018/19,,S08000022,,AP,,Rehabilitation Medicine,,Medical Grouping,,18,,88.5,,6394,,15.498630136986302,,5657,
2018/19,,S08000022,,AQ,,Respiratory Medicine,,Medical Grouping,,30,,98.7,,11100,,30.03013698630137,,10961,
2018/19,,S08000022,,AR,,Rheumatology,,Medical Grouping,,8,,63,,3062,,5.284931506849315,,1929,
2018/19,,S08000022,,AV,,Clinical Neurophysiology,,Medical Grouping,,0,,100,,2,,0.005479452054794521,,2,
2018/19,,S08000022,,C1,,General Surgery,,Surgery Grouping,,97,,79.8,,35326,,77.23835616438356,,28192,
2018/19,,S08000022,,C2,,Accident & Emergency,,Emergency Grouping,,0,,100,,3,,0.00821917808219178,,3,
2018/19,,S08000022,,C3,,Anaesthetics,,Surgery Grouping,,6,,64.1,,2016,,3.5424657534246577,,1293,
2018/19,,S08000022,,C5,,"Ear, Nose & Throat (ENT)",,Surgery Grouping,,7,,84.2,,2440,,5.63013698630137,,2055,
2018/19,,S08000022,,C7,,Ophthalmology,,Surgery Grouping,,2,,44.3,,679,,0.8246575342465754,,301,
2018/19,,S08000022,,C8,,Trauma and Orthopaedic Surgery,,Surgery Grouping,,50,,82,,18130,,40.74794520547945,,14873,
2018/19,,S08000022,,C9,,Plastic Surgery,,Surgery Grouping,,0,,100,,4,,0.010958904109589041,,4,
2018/19,,S08000022,,CA,,Paediatric Surgery,,Paediatrics Grouping,,0,,100,,14,,0.038356164383561646,,14,
2018/19,,S08000022,,CB,,Urology,,Surgery Grouping,,11,,62.7,,3919,,6.736986301369863,,2459,
2018/19,,S08000022,,D1,,Community Dental Practice,,Dental Grouping,,0,,100,,1,,0.0027397260273972603,,1,
2018/19,,S08000022,,D3,,Oral Surgery,,Dental Grouping,,0,,100,,13,,0.03561643835616438,,13,
2018/19,,S08000022,,E11,,GP Obstetrics,,Women and Newborn Grouping,,8,,8.7,,2918,,0.6986301369863014,,255,
2018/19,,S08000022,,E12,,GP Other than Obstetrics,,Community Grouping,,205,,78.8,,74818,,161.52876712328768,,58958,
2018/19,,S08000022,,F2,,Gynaecology,,Women and Newborn Grouping,,6,,70.3,,2208,,4.254794520547946,,1553,
2018/19,,S08000022,,F3,,Obstetrics,,Women and Newborn Grouping,,29,,61.5,,10629,,17.91780821917808,,6540,
2018/19,,S08000022,,G1,,General Psychiatry (Mental Illness),,Mental Health Grouping,,95,,81.3,,34648,,77.2027397260274,,28179,
